ECG:5
# EndOfHeader
0	0	0	0	0	507
1	0	0	0	0	519
2	0	0	0	0	506
3	0	0	0	0	513
4	0	0	0	0	502
5	0	0	0	0	500
6	0	0	0	0	514
7	0	0	0	0	501
8	0	0	0	0	487
9	0	0	0	0	477
10	0	0	0	0	553
11	0	0	0	0	832
12	0	0	0	0	859
13	0	0	0	0	531
14	0	0	0	0	435
15	0	0	0	0	421
0	0	0	0	0	433
1	0	0	0	0	428
2	0	0	0	0	447
3	0	0	0	0	451
4	0	0	0	0	454
5	0	0	0	0	471
6	0	0	0	0	466
7	0	0	0	0	483
8	0	0	0	0	480
9	0	0	0	0	476
10	0	0	0	0	490
11	0	0	0	0	480
12	0	0	0	0	492
13	0	0	0	0	490
14	0	0	0	0	488
15	0	0	0	0	502
0	0	0	0	0	492
1	0	0	0	0	504
2	0	0	0	0	498
3	0	0	0	0	498
4	0	0	0	0	512
5	0	0	0	0	505
6	0	0	0	0	516
7	0	0	0	0	512
8	0	0	0	0	510
9	0	0	0	0	519
10	0	0	0	0	506
11	0	0	0	0	514
12	0	0	0	0	509
13	0	0	0	0	504
14	0	0	0	0	515
15	0	0	0	0	506
0	0	0	0	0	515
1	0	0	0	0	511
2	0	0	0	0	508
3	0	0	0	0	520
4	0	0	0	0	507
5	0	0	0	0	516
6	0	0	0	0	511
7	0	0	0	0	506
8	0	0	0	0	516
9	0	0	0	0	507
10	0	0	0	0	515
11	0	0	0	0	509
12	0	0	0	0	508
13	0	0	0	0	516
14	0	0	0	0	504
15	0	0	0	0	515
0	0	0	0	0	510
1	0	0	0	0	506
2	0	0	0	0	520
3	0	0	0	0	505
4	0	0	0	0	514
5	0	0	0	0	511
6	0	0	0	0	504
7	0	0	0	0	517
8	0	0	0	0	505
9	0	0	0	0	513
10	0	0	0	0	509
11	0	0	0	0	505
12	0	0	0	0	515
13	0	0	0	0	506
14	0	0	0	0	512
15	0	0	0	0	509
0	0	0	0	0	506
1	0	0	0	0	513
2	0	0	0	0	505
3	0	0	0	0	511
4	0	0	0	0	508
5	0	0	0	0	504
6	0	0	0	0	515
7	0	0	0	0	502
8	0	0	0	0	510
9	0	0	0	0	508
10	0	0	0	0	510
11	0	0	0	0	522
12	0	0	0	0	508
13	0	0	0	0	517
14	0	0	0	0	511
15	0	0	0	0	499
0	0	0	0	0	510
1	0	0	0	0	499
2	0	0	0	0	505
3	0	0	0	0	501
4	0	0	0	0	469
5	0	0	0	0	481
6	0	0	0	0	558
7	0	0	0	0	832
8	0	0	0	0	802
9	0	0	0	0	498
10	0	0	0	0	436
11	0	0	0	0	425
12	0	0	0	0	435
13	0	0	0	0	437
14	0	0	0	0	439
15	0	0	0	0	460
0	0	0	0	0	454
1	0	0	0	0	466
2	0	0	0	0	467
3	0	0	0	0	465
4	0	0	0	0	479
5	0	0	0	0	477
6	0	0	0	0	494
7	0	0	0	0	497
8	0	0	0	0	498
9	0	0	0	0	511
10	0	0	0	0	500
11	0	0	0	0	512
12	0	0	0	0	510
13	0	0	0	0	511
14	0	0	0	0	525
15	0	0	0	0	512
0	0	0	0	0	523
1	0	0	0	0	520
2	0	0	0	0	515
3	0	0	0	0	528
4	0	0	0	0	517
5	0	0	0	0	524
6	0	0	0	0	516
7	0	0	0	0	509
8	0	0	0	0	521
9	0	0	0	0	505
10	0	0	0	0	513
11	0	0	0	0	505
12	0	0	0	0	500
13	0	0	0	0	515
14	0	0	0	0	499
15	0	0	0	0	508
0	0	0	0	0	506
1	0	0	0	0	499
2	0	0	0	0	513
3	0	0	0	0	499
4	0	0	0	0	509
5	0	0	0	0	505
6	0	0	0	0	499
7	0	0	0	0	514
8	0	0	0	0	500
9	0	0	0	0	509
10	0	0	0	0	503
